,Year,Month,Date,PMID,Journal,Author,Title
626,2020,6,23,32605071,Sensors (Basel),Gordana Gardašević,Emerging Wireless Sensor Networks and Internet of Things Technologies-Foundations of Smart Healthcare.
627,NA,NA,NA,32604313,J Craniofac Surg,Yasser H Almadani,"Cost-Effectiveness Analysis, Psychosocial, and Utility Outcomes of Early Mandibular Distraction in Craniofacial Microsomia."
628,2020,2,29,32602842,J Med Internet Res,Rüdiger Pryss,Applying Machine Learning to Daily-Life Data From the TrackYourTinnitus Mobile Health Crowdsensing Platform to Predict the Mobile Operating System Used With High Accuracy: Longitudinal Observational Study.
629,2020,6,22,32600260,BMC Infect Dis,Weibin Cheng,Promoting routine syphilis screening among men who have sex with men in China: study protocol for a randomised controlled trial of syphilis self-testing and lottery incentive.
630,2020,2,1,32597787,JMIR Med Inform,Yan Si,Factors Influencing Doctors' Participation in the Provision of Medical Services Through Crowdsourced Health Care Information Websites: Elaboration-Likelihood Perspective Study.
631,2020,5,7,32592660,J Am Coll Radiol,Ken Chang,Multi-Institutional Assessment and Crowdsourcing Evaluation of Deep Learning for Automated Classification of Breast Density.
632,2020,4,27,32589162,J Med Internet Res,Takenori Inomata,Stratification of Individual Symptoms of Contact Lens-Associated Dry Eye Using the iPhone App DryEyeRhythm: Crowdsourced Cross-Sectional Study.
633,2020,6,15,32585826,Foods,Qing Zhang,Visual Cultural Biases in Food Classification.
634,2020,6,1,32582620,Front Public Health,Ajay Hegde,Hyperlocal Postcode Based Crowdsourced Surveillance Systems in the COVID-19 Pandemic Response.
635,2020,5,27,32574639,J Neurosci Methods,Ismail Bilgen,Machine learning methods for brain network classification: Application to autism diagnosis using cortical morphological networks.
636,2020,5,13,32561751,Sci Data,Karine Lacourse,"Massive online data annotation, crowdsourcing to generate high quality sleep spindle annotations from EEG data."
637,2020,5,7,32559231,PLoS Comput Biol,Lesley M Chapman,A crowdsourced set of curated structural variants for the human genome.
638,2020,6,18,32558655,J Med Internet Res,Viroj Tangcharoensathien,"Framework for Managing the COVID-19 Infodemic: Methods and Results of an Online, Crowdsourced WHO Technical Consultation."
639,NA,NA,NA,32555415,Genet Med,Willie H Chang,Correction: Phenotate: crowdsourcing phenotype annotations as exercises in undergraduate classes.
640,NA,NA,NA,32555379,Nat Chem,John Chodera,Crowdsourcing drug discovery for pandemics.
641,2020,5,29,32553445,Trends Cogn Sci,Aaron J Moss,Demographic Stability on Mechanical Turk Despite COVID-19.
642,NA,NA,NA,32552269,J Urol,Douglas A Canning,"Re: Parental Preferences for Vesicoureteral Reflux Treatment: A Crowd-Sourced, Best-Worst Scaling Study."
643,NA,NA,NA,32551831,JCO Clin Cancer Inform,Aakash Desai,Crowdsourcing in Crisis: Rising to the Occasion.
644,2020,5,18,32551435,Forensic Sci Int Synerg,Rebecca Parrick,Working the crowd for forensic research: A review of contributor motivation and recruitment strategies used in crowdsourcing and crowdfunding for scientific research.
645,NA,NA,NA,32551410,IEEE Trans Games,Haik Kalantarian,A Mobile Game for Automatic Emotion-Labeling of Images.
646,2020,4,17,32550003,NPJ Sci Learn,Marlene Bönstrup,Mechanisms of offline motor learning at a microscale of seconds in large-scale crowdsourced data.
647,NA,NA,NA,32536953,Signif (Oxf),Francesco Finazzi,The impact of the Covid-19 pandemic on Italian mobility.
648,2020,6,5,32527863,Ann Rheum Dis,Martin Krusche,Digital crowdsourcing: unleashing its power in rheumatology.
649,2020,5,23,32527288,Parasit Vectors,Daniela Ott,"Tick-borne encephalitis virus (TBEV) prevalence in field-collected ticks (Ixodes ricinus) and phylogenetic, structural and virulence analysis in a TBE high-risk endemic area in southwestern Germany."
650,2020,4,29,32520948,PLoS One,Nathaniel D Porter,"Enhancing big data in the social sciences with crowdsourcing: Data augmentation practices, techniques, and opportunities."
651,NA,NA,NA,32517634,J R Soc Interface,Michele Coscia,Distortions of political bias in crowdsourced misinformation flagging.
652,NA,NA,NA,32516615,Curr Biol,Ewan St John Smith,Neurobiology: Crowdsourcing CO2 to Conserve Brain Energy.
653,NA,NA,NA,32515723,Public Health Nutr,Hanqi Li,Associations between taste preferences and chronic diseases: a population-based exploratory study in China.
654,2020,4,30,32507591,Radiography (Lond),J St John-Matthews,Crowdsourcing: A novel tool to elicit the student voice in the curriculum design process for an undergraduate diagnostic radiography degree programme.
655,2020,3,28,32499195,An Pediatr (Engl Ed),Rafael Dal-Ré,[Participant-funded clinical trials on rare diseases].
656,NA,NA,NA,32497484,Prehosp Emerg Care,Wei Ming Ng,myResponder Smartphone Application to Crowdsource Basic Life Support for Out-of-Hospital Cardiac Arrest: The Singapore Experience.
657,2020,5,27,32493504,Scand J Trauma Resusc Emerg Med,Ronan McBride,Championing survival: connecting the unknown network of responders to address out-of-hospital cardiac arrest.
658,NA,NA,NA,32491919,Ann Intern Med,Daniel P Oran,Prevalence of Asymptomatic SARS-CoV-2 Infection : A Narrative Review.
659,NA,NA,NA,32487828,J Craniofac Surg,Giap H Vu,Perceptions and Preferences of Laypersons in the Management of Positional Plagiocephaly.
660,2020,5,11,32469971,PLoS One,Juliet Iwelunmor,The 4 youth by youth HIV self-testing crowdsourcing contest: A qualitative evaluation.
661,2020,4,30,32462566,J Gen Intern Med,Pawel Rajwa,Online Crowdfunding Response to Coronavirus Disease 2019.
662,2020,5,19,32455744,Sensors (Basel),Ting-Yu Hsu,On-Site Earthquake Early Warning Using Smartphones.
663,NA,NA,NA,32454025,Cancer Cell,Samuel M Rubinstein,The COVID-19 and Cancer Consortium: A Collaborative Effort to Understand the Effects of COVID-19 on Patients with Cancer.
664,2020,5,6,32445971,Accid Anal Prev,Rul von Stülpnagel,Crash risk and subjective risk perception during urban cycling: Evidence for congruent and incongruent sources.
665,2020,3,21,32443269,Chemosphere,Hussnain Mukhtar,"Assessing the association and predictability of heavy metals in avian organs, feathers, and bones using crowdsourced samples."
666,2020,2,3,32440408,Plast Reconstr Surg Glob Open,Orr Shauly,Assessment of Wellbeing and Anxiety-related Disorders in Those Seeking Rhinoplasty: A Crowdsourcing-based Study.
667,NA,NA,NA,32430590,Adm Policy Ment Health,Rebecca E Stewart,Applying NUDGE to Inform Design of EBP Implementation Strategies in Community Mental Health Settings.
668,2020,5,12,32429242,Sensors (Basel),Ruolin Guo,Indoor Radio Map Construction Based on Position Adjustment and Equipment Calibration.
669,2020,4,22,32427392,Addiction,Alexandra Godinho,The particular case of conducting addiction intervention research on Mechanical Turk.
670,2020,4,1,32413350,J Am Coll Radiol,Alexander Dabrowiecki,Chest Radiograph Reporting: Public Preferences and Perceptions.
671,2020,3,27,32409277,J Pediatr Urol,M Hassan Alkazemi,Community perspectives on difference of sex development (DSD) diagnoses: A crowdsourced survey.
672,NA,NA,NA,32405425,J Virus Erad,Allison Mathews,'Informed and empowered': a mixed-methods study of crowdsourcing contests to promote uptake of HIV self-testing kits among African Americans.
673,2019,11,15,32402866,Accid Anal Prev,Marco Dozza,How do drivers negotiate intersections with pedestrians? The importance of pedestrian time-to-arrival and visibility.
674,2019,6,4,32402253,Behav Ther,Kimberly A Arditte Hall,Associations Between Social Anxiety and Affective and Empathic Forecasts: A Replication and Extension in a Mechanical Turk Sample.
675,NA,NA,NA,32401616,Traffic Inj Prev,P Bazilinskyy,Risk perception: A study using dashcam videos and participants from different world regions.
676,2020,4,29,32387501,Can J Cardiol,Warwick Butt,Evidence-Based Medicine in Pediatric Cardiology: A Searchable Database of Randomized Trials.
677,2020,4,30,32384635,Sensors (Basel),Haotian Yang,A Consortium Blockchain-Based Agricultural Machinery Scheduling System.
678,2020,3,18,32383010,Cogn Process,Philipp Wicke,Emoji-based semantic representations for abstract and concrete concepts.
679,2020,4,16,32377376,Res Involv Engagem,Danielle C Lavallee,Comparing three approaches for involving patients in research prioritization: a qualitative study of participant experiences.
680,2020,3,24,32376076,Int J Oral Maxillofac Surg,J Mugnier,The influence of orthognathic surgery on the perception of personality traits: A scoping review.
681,2020,4,8,32374273,JMIR Mhealth Uhealth,David A Fedele,Adaptive Mobile Health Intervention for Adolescents with Asthma: Iterative User-Centered Development.
682,2020,4,10,32366968,Genet Med,Willie H Chang,Phenotate: crowdsourcing phenotype annotations as exercises in undergraduate classes.
683,2020,3,31,32366245,BMC Womens Health,Marco Antonio Zenone,Crowdfunding abortion: an exploratory thematic analysis of fundraising for a stigmatized medical procedure.
684,2020,4,8,32365061,PLoS Comput Biol,Christine A Tataru,"Decoding the language of microbiomes using word-embedding techniques, and applications in inflammatory bowel disease."
685,NA,NA,NA,32363907,Aging Ment Health,Maggie L Syme,Aging sexual stereotypes and sexual expression in mid- and later life: examining the stereotype matching effect.
686,2020,3,28,32359667,J Subst Abuse Treat,Cecilia L Bergeria,The impact of naturalistic cannabis use on self-reported opioid withdrawal.
687,2020,4,24,32349396,Int J Environ Res Public Health,Tim Hulsen,Sharing Is Caring-Data Sharing Initiatives in Healthcare.
688,NA,NA,NA,35121981,Nat Cancer,Aakash Desai,Crowdsourcing a crisis response for COVID-19 in oncology.
689,2020,2,26,32348269,J Med Internet Res,Jeremy Snyder,"What Medical Crowdfunding Campaigns Can Tell Us About Local Health System Gaps and Deficiencies: Exploratory Analysis of British Columbia, Canada."
690,2020,3,19,32347801,J Med Internet Res,Leming Zhou,Development and Validation of a Comprehensive Well-Being Scale for People in the University Environment (Pitt Wellness Scale) Using a Crowdsourcing Approach: Cross-Sectional Study.
691,NA,NA,NA,32346676,Nat Cancer,Aakash Desai,Crowdsourcing a crisis response for COVID-19 in oncology.
692,2020,3,26,32343722,PLoS One,Chad M Topaz,Comparing demographics of signatories to public letters on diversity in the mathematical sciences.
693,2020,4,7,32332803,Sci Rep,Ethan G Harrod,Social Structure Predicts Eye Contact Tolerance in Nonhuman Primates: Evidence from a Crowd-Sourcing Approach.
694,NA,NA,NA,32331503,Am J Speech Lang Pathol,Christopher Nightingale,Using Crowdsourced Listeners' Ratings to Measure Speech Changes in Hypokinetic Dysarthria: A Proof-of-Concept Study.
695,2020,1,23,32330435,Can J Cardiol,Jenna Ashkanase,Identification and Evaluation of Controlled Trials in Pediatric Cardiology: Crowdsourced Scoping Review and Creation of Accessible Searchable Database.
696,2020,2,14,32325552,Sci Total Environ,Jeremy D Silver,Using crowd-sourced allergic rhinitis symptom data to improve grass pollen forecasts and predict individual symptoms.
697,2020,1,19,32320898,J Surg Res,Abigail Fong,"Crowdfunding Campaigns and Thyroid Surgery: Who, What, Where, and How Much?"
698,2019,12,16,32314975,JMIR Form Res,William Chi Wai Wong,Using Crowdsourcing to Develop a Peer-Led Intervention for Safer Dating App Use: Pilot Study.
699,NA,NA,NA,32310798,IEEE Trans Neural Netw Learn Syst,Guoxian Yu,Active Multilabel Crowd Consensus.
700,2020,3,25,32309892,Addiction,Hyoun S Kim,Are you for real? Maximizing participant eligibility on Amazon's Mechanical Turk.
701,NA,NA,NA,32309796,Lancet Digit Health,Kaiyuan Sun,Early epidemiological analysis of the coronavirus disease 2019 outbreak based on crowdsourced data: a population-level observational study.
702,NA,NA,NA,32308836,AMIA Annu Symp Proc,Allen J Flynn,Engaging Pharmacists to Crowdsource a Fine-grained Medication Risk Scale: An Initial Measurement Study Using Paired Comparisons of Medications.
703,2020,4,7,32305455,Behav Processes,Justin C Strickland,Contribution of alcohol- and cigarette-related cues to concurrent reinforcer choice in humans.
704,2020,4,14,32305440,J Am Acad Dermatol,Jane M Grant-Kels,Big data and cutaneous manifestations of COVID-19.
705,2020,4,11,32305438,J Am Acad Dermatol,Esther E Freeman,The American Academy of Dermatology COVID-19 registry: Crowdsourcing dermatology in the age of COVID-19.
706,NA,NA,NA,32296776,Lancet Digit Health,Gabriel M Leung,Crowdsourcing data to mitigate epidemics.
707,NA,NA,NA,32287062,AIDS,Suzanne Day,Expanding community engagement in HIV clinical trials: a pilot study using crowdsourcing.
708,NA,NA,NA,32282397,Ann Plast Surg,Marissa Suchyta,Applied Online Crowdsourcing in Plastic and Reconstructive Surgery: A Comparison of Aesthetic Outcomes in Unilateral Cleft Lip Repair Techniques.
709,2020,3,3,32255782,PLoS One,Vinayak Dixit,A simple crowdsourced delay-based traffic signal control.
710,NA,NA,NA,32255703,Expert Opin Drug Discov,Alexander Schuhmacher,The impact of crowdsourcing in modern drug discovery.
711,2020,1,27,32254042,JMIR Public Health Surveill,Onicio Leal Neto,Participatory Surveillance Based on Crowdsourcing During the Rio 2016 Olympic Games Using the Guardians of Health Platform: Descriptive Study.
712,2020,3,23,32251871,J Neurol Sci,Marwan H Othman,"Public opinion and legislations related to brain death, circulatory death and organ donation."
713,2020,3,22,32240498,J Robot Surg,Hersh H Bendre,"Robotic dismembered pyeloplasty surgical simulation using a 3D-printed silicone-based model: development, face validation and crowdsourced learning outcomes assessment."
714,2020,3,24,32235392,Sensors (Basel),Qiaozhi Xu,Support Mobile Fog Computing Test in piFogBedII.
715,2020,2,23,32234701,JMIR Ment Health,Haik Kalantarian,The Performance of Emotion Classifiers for Children With Parent-Reported Autism: Quantitative Feasibility Study.
716,2020,3,16,32232369,Nucleic Acids Res,Long Tian,LINbase: a web server for genome-based identification of prokaryotes as members of crowdsourced taxa.
717,2020,2,24,32229465,JMIR Med Inform,Irena Spasic,Clinical Text Data in Machine Learning: Systematic Review.
718,NA,NA,NA,32222188,Lancet,Ann Danaiya Usher,WHO launches crowdfund for COVID-19 response.
719,NA,NA,NA,32222181,Lancet,NA NA,COVID-19: learning from experience.
720,NA,NA,NA,32213716,Genes Genet Syst,Eli Kaminuma,DDBJ Data Analysis Challenge: a machine learning competition to predict Arabidopsis chromatin feature annotations from DNA sequences.
721,2020,2,24,32211370,Front Public Health,Thomas McKey,"Crowdsourced Mapping for Healthy Food Accessibility in Dallas, Texas: A Feasibility Study."
722,NA,NA,NA,32208006,AJR Am J Roentgenol,Joshua K Cho,Use of an Online Crowdsourcing Platform to Assess Patient Comprehension of Radiology Reports and Colloquialisms.
723,NA,NA,NA,32202156,Health (London),Anika Vassell,"What was lost, missing, sought and hoped for: Qualitatively exploring medical crowdfunding campaign narratives for Lyme disease."
724,2020,2,13,32184708,Front Neurosci,Robin Kraft,Combining Mobile Crowdsensing and Ecological Momentary Assessments in the Healthcare Domain.
725,2020,2,12,32180712,Front Neuroinform,Yassine Benhajali,A Standardized Protocol for Efficient and Reliable Quality Control of Brain Registration in Functional MRI Studies.
726,NA,NA,NA,32180245,Med Educ,Linda Regan,Transforming didactic conferences with live technology-facilitated crowdsourcing.
727,2020,2,17,32179233,Behav Res Ther,Lisa Hancock,"Posttraumatic stress, stressor controllability, and avoidance."
728,NA,NA,NA,32176020,J Craniofac Surg,Viren Patel,Public Perception of Helical Rim Deformities and Their Correction With Ear Molding.
729,2020,2,22,32162499,Personal Ment Health,Olivia E Munro,Elucidating the relationship between borderline personality disorder and intimate partner violence.
730,2020,3,3,32155807,Sensors (Basel),Marius Laska,Adaptive Indoor Area Localization for Perpetual Crowdsourced Data Collection.
731,NA,NA,NA,32149974,J Craniofac Surg,Sultan Z Al-Shaqsi,Public Perception of a Normal Head Shape in Children With Sagittal Craniosynostosis.
732,2020,1,7,32145369,J Clin Epidemiol,Perrine Créquit,Future of evidence ecosystem series: 2. current opportunities and need for better tools and methods.
733,2020,2,27,32142884,J Clin Epidemiol,Nassr Nama,Quality control for crowdsourcing citation screening: the importance of assessment number and qualification set size.
734,NA,NA,NA,32141371,Health Informatics J,Nataša Petrović,Crowdsourcing human-based computation for medical image analysis: A systematic literature review.
735,2020,2,28,32135574,Addiction,Alexandra M Mellis,"Mechanical Turk data collection in addiction research: utility, concerns and best practices."
736,2020,2,11,32134984,PLoS One,Nora Kenworthy,A cross-sectional study of social inequities in medical crowdfunding campaigns in the United States.
737,2020,2,18,32134964,PLoS One,Isabelle Bolon,Identifying the snake: First scoping review on practices of communities and healthcare providers confronted with snakebite across the world.
738,2019,12,15,32130189,JMIR Mhealth Uhealth,Chunyan Li,"A Men Who Have Sex With Men-Friendly Doctor Finder Hackathon in Guangzhou, China: Development of a Mobile Health Intervention to Enhance Health Care Utilization."
739,2020,2,22,32113987,Ocul Surf,Takenori Inomata,Association between dry eye and depressive symptoms: Large-scale crowdsourced research using the DryEyeRhythm iPhone application.
740,2020,2,17,32105655,Contraception,Michael T Solotke,Exploring crowdfunding campaigns for abortion services.
741,NA,NA,NA,32104914,Cochrane Database Syst Rev,Nicola J Gates,Computerised cognitive training for 12 or more weeks for maintaining cognitive function in cognitively healthy people in late life.
742,2020,2,13,32102873,BMJ Evid Based Med,Pierre Vladimir Ennezat,"Upholding trust in therapeutic trials and evidence-based medicine: need for full disclosure of data, crowdsourcing data analysis and independent review?"
743,NA,NA,NA,32083686,JAMA Netw Open,Rachel E Solnick,Effect of Physician Gender and Race on Simulated Patients' Ratings and Confidence in Their Physicians: A Randomized Trial.
744,2020,2,10,32072618,Br J Dermatol,A Brown,Assessing the effect of clinical trial evidence and anecdote on caregivers' willingness to use corticosteroids: a randomized controlled trial: a critical appraisal.
745,NA,NA,NA,32072567,Behav Res Methods,Jose Aguasvivas,How do Spanish speakers read words? Insights from a crowdsourced lexical decision megastudy.
746,2020,1,23,32070433,Infect Dis Poverty,Megan L Srinivas,Social innovation in diagnostics: three case studies.
747,2020,2,8,32058567,Bioinformatics,G A Arango-Argoty,ARGminer: a web platform for the crowdsourcing-based curation of antibiotic resistance genes.
748,2019,10,21,32040397,J Acad Nutr Diet,Judith A Beto,Crowdsourcing: A Critical Reflection on This New Frontier of Participant Recruiting in Nutrition and Dietetics Research.
749,NA,NA,NA,32040383,Subst Abus,Christina Schell,"To thine own self, be true: Examining change in self-reported alcohol measures over time as related to socially desirable responding bias among people with unhealthy alcohol use."
750,2020,1,30,32037678,Acad Emerg Med,Rosanna D Sikora,Wellness for the Future: Cultural and Systems-based Challenges and Solutions.
751,NA,NA,NA,32036690,Behav Sleep Med,Joshua Tutek,Worry and Rumination Have Distinct Associations with Nighttime versus Daytime Sleep Symptomology.
752,2019,12,27,32035910,Chest,John Monu,"Evaluating Knowledge, Attitudes, and Beliefs About Lung Cancer Screening Using Crowdsourcing."
753,2020,1,23,32034250,Sci Rep,Zachary M Burcham,Patterns of Oral Microbiota Diversity in Adults and Children: A Crowdsourced Population Study.
754,NA,NA,NA,32022865,Aesthet Surg J,Daniel J Gould,"Defining ""Ideal Abs"" Through a Crowdsourcing-Based Assessment."
755,NA,NA,NA,32022831,Aesthet Surg J,Ahmad N Saad,"Commentary on: Defining ""Ideal Abs"" Through a Crowdsourcing-Based Assessment."
756,2019,10,22,32012058,J Med Internet Res,Christoph Rinner,Analysis of Collective Human Intelligence for Diagnosis of Pigmented Skin Lesions Harnessed by Gamification Via a Web-Based Training Platform: Simulation Reader Study.
757,NA,NA,NA,32009466,Clin Trials,Suzanne Day,Broadening community engagement in clinical research: Designing and assessing a pilot crowdsourcing project to obtain community feedback on an HIV clinical trial.
758,NA,NA,NA,32008464,Surg Innov,Ajita S Prabhu,In Defense of Peer Review.
759,NA,NA,NA,32000881,Disaster Med Public Health Prep,Ziv Dadon,Utilizing Advanced Telecommunication Strategies to Enhance the Response of Emergency Medical Services Volunteers.
760,2020,1,22,31999855,Eur J Neurol,D Kondziella,Prevalence of visual snow syndrome in the UK.
761,NA,NA,NA,31999176,Health Psychol,Joshua M Gold,Conscientiousness in weight loss maintainers and regainers.
762,NA,NA,NA,31995493,IEEE Trans Image Process,Vlad Hosu,KonIQ-10k: An ecologically valid database for deep learning of blind image quality assessment.
763,NA,NA,NA,31993110,Online J Public Health Inform,Ann Borda,Citizen Science Models in Health Research: an Australian Commentary.
764,NA,NA,NA,31985408,IEEE Comput Graph Appl,Brandon Haworth,Gamification of Crowd-Driven Environment Design.
765,2020,1,6,31974517,Sci Rep,Jinnie Ooi,Interpersonal Functioning in Borderline Personality Disorder Traits: A Social Media Perspective.
766,NA,NA,NA,31971420,Exp Clin Psychopharmacol,Ashley N Linden-Carmichael,"""Buzzwords"": Crowd-sourcing and quantifying U.S. young adult terminology for subjective effects of alcohol and marijuana use."
767,2019,10,5,31969849,Front Psychol,James Armitage,"Reaction Time Data in Music Cognition: Comparison of Pilot Data From Lab, Crowdsourced, and Convenience Web Samples."
768,2020,1,18,31968650,Sensors (Basel),Tahir Abbas,Crowd of Oz: A Crowd-Powered Social Robotics System for Stress Management.
769,NA,NA,NA,31967413,Ethics Hum Res,Adrian Kwek,"Crowdsourced Research: Vulnerability, Autonomy, and Exploitation."
770,2019,12,12,31965578,J Exp Anal Behav,Théo P Robinson,Renewal and resurgence phenomena generalize to Amazon's Mechanical Turk.
771,2020,1,7,31959234,Infect Dis Poverty,Cheng Wang,Crowdsourcing in health and medical research: a systematic review.
772,2019,8,10,31956275,J Commun,Jiaying Liu,"Toward an Aggregate, Implicit, and Dynamic Model of Norm Formation: Capturing Large-Scale Media Representations of Dynamic Descriptive Norms Through Automated and Crowdsourced Content Analysis."
773,NA,NA,NA,31945001,IEEE Trans Neural Netw Learn Syst,Kamran Ghasedi Dizaji,Robust Cumulative Crowdsourcing Framework Using New Incentive Payment Function and Joint Aggregation Model.
774,NA,NA,NA,31944796,Psychol Bull,Justin F Landy,Crowdsourcing hypothesis tests: Making transparent how design choices shape research results.
775,2020,1,8,31941478,BMC Public Health,Yang Zhao,Crowdsourcing contests to facilitate community engagement in HIV cure research: a qualitative evaluation of facilitators and barriers of participation.
776,2019,12,23,31927093,Water Res,Ahmed A Abokifa,"Spatiotemporal trends of recovery from lead contamination in Flint, MI as revealed by crowdsourced water sampling."
777,2019,11,6,31921228,Front Plant Sci,Tyr Wiesner-Hanks,Millimeter-Level Plant Disease Detection From Aerial Photographs via Deep Learning and Crowdsourced Data.
778,2019,12,26,31917818,PLoS One,Anne M Sescleifer,Transforming assessment of speech in children with cleft palate via online crowdsourcing.
779,NA,NA,NA,31905322,Annu Rev Public Health,Allison E Aiello,Social Media- and Internet-Based Disease Surveillance for Public Health.
780,NA,NA,NA,31903451,IEEE Int Conf Healthc Inform,Xing He,STAT: A Web-based Semantic Text Annotation Tool to Assist Building Mental Health Knowledge Base.
781,2019,10,22,31899456,JMIR Res Protoc,Jordan J White,A Crowdsourcing Open Contest to Design Pre-Exposure Prophylaxis Promotion Messages: Protocol for an Exploratory Mixed Methods Study.
782,NA,NA,NA,33664553,Int J Comput Vis,Yu Luo,ARBEE: Towards Automated Recognition of Bodily Expression of Emotion in the Wild.
783,NA,NA,NA,31886452,Adv Methods Pract Psychol Sci,Hannah Moshontz,The Psychological Science Accelerator: Advancing Psychology through a Distributed Collaborative Network.
784,2019,12,9,31883345,Epilepsia,Chip Reuben,Ensembling crowdsourced seizure prediction algorithms using long-term human intracranial EEG.
785,2019,12,3,31875164,PeerJ,Kyoshiro Sasaki,Crowdsourcing visual perception experiments: a case of contrast threshold.
786,2019,12,13,31864400,BMC Res Notes,Jorge Ramírez,Crowdsourced dataset to study the generation and impact of text highlighting in classification tasks.
787,NA,NA,NA,31848482,Nature,Marjan Minnesma,Not slashing emissions? See you in court.
788,NA,NA,NA,31847616,Expert Opin Drug Discov,Alan Talevi,Challenges and opportunities with drug repurposing: finding strategies to find alternative uses of therapeutics.
789,2019,10,22,31841904,Sci Total Environ,Jeremy D Silver,Crowd-sourced allergic rhinitis symptom data: The influence of environmental and demographic factors.
790,2019,11,25,31841534,PLoS One,Jonathan Robinson,Tapped out or barely tapped? Recommendations for how to harness the vast and largely unused potential of the Mechanical Turk participant pool.
791,2019,12,3,31837477,Pract Radiat Oncol,Drew Moghanaki,Assessing the Variability and Quality of Lung Stereotactic Radiation Therapy Treatment Plans Using a Web-Based Crowdsourcing Platform.
792,2019,12,7,31836494,Appetite,Lindsey Parnarouskis,Development of the Highly Processed Food Withdrawal Scale for Children.
793,2019,11,30,31835019,Drug Discov Today,Peter McMeekin,Schrödinger's pipeline and the outsourcing of pharmaceutical innovation.
794,2019,10,14,31832621,EClinicalMedicine,Thomas Fitzpatrick,A crowdsourced intervention to promote hepatitis B and C testing among men who have sex with men in China: A nationwide online randomized controlled trial.
795,NA,NA,NA,31831091,Infect Control Hosp Epidemiol,Emily E Sickbert-Bennett,The holy grail of hand hygiene compliance: Just-in-time peer coaching that leads to behavior change.
796,NA,NA,NA,31830827,Health Commun,Stella Juhyun Lee,Rating the Valence of Media Content about Electronic Cigarettes Using Crowdsourcing: Testing Rater Instructions and Estimating the Optimal Number of Raters.
797,2019,11,20,31827189,Sci Rep,Christian Rödelsperger,Crowdsourcing and the feasibility of manual gene annotation: A pilot study in the nematode Pristionchus pacificus.
798,2019,11,13,31824781,PeerJ,Daniel Kondziella,"Migraine aura, a predictor of near-death experiences in a crowdsourced study."
799,NA,NA,NA,31813183,Hastings Cent Rep,Jeremy Snyder,Medical Crowdfunding for Unproven Medical Treatments: Should Gofundme Become a Gatekeeper?
800,NA,NA,NA,31810399,Am J Drug Alcohol Abuse,Justin C Strickland,Utilizing content-knowledge questionnaires to assess study eligibility and detect deceptive responding.
801,NA,NA,NA,31797607,Pac Symp Biocomput,Sophie Burkhardt,Towards identifying drug side effects from social media using active learning and crowd sourcing.
802,2019,11,22,31795219,Sensors (Basel),Ramon Chaves,Crowdsourcing as a Tool for Urban Emergency Management: Lessons from the Literature and Typology.
803,NA,NA,NA,31789786,Ophthalmic Plast Reconstr Surg,Daniel B Rootman,Crowdsourcing Morphology Assessments in Oculoplastic Surgery: Reliability and Validity of Lay People Relative to Professional Image Analysts and Experts.
804,2019,7,31,31784028,J Am Dent Assoc,Micah B Goldfarb,Are dental patients able to perceive erosive tooth wear on anterior teeth?: An internet-based survey assessing awareness and related action.
805,2019,11,25,31783684,Sensors (Basel),Abdallah Y Alma'aitah,Tag Localization with Asynchronous Inertial-Based Shifting and Trilateration.
806,NA,NA,NA,31775896,Global Health,Nora J Kenworthy,Crowdfunding and global health disparities: an exploratory conceptual and empirical analysis.
807,2019,9,20,31769169,Pediatr Transplant,Aviva M Goldberg,Crowdsourcing in pediatric transplant studies-An opportunity for reflection on research ethics.
808,NA,NA,NA,31768897,J Digit Imaging,Ross W Filice,Crowdsourcing pneumothorax annotations using machine learning annotations on the NIH chest X-ray dataset.
809,NA,NA,NA,31768505,Proc Annu Symp Comput Hum Interact Play,Aditya Ponnada,Designing Videogames to Crowdsource Accelerometer Data Annotation for Activity Recognition Research.
810,NA,NA,NA,31767024,Genome Biol,Melissa A Wilson,Crowdfunding science.
811,NA,NA,NA,31764263,J Acquir Immune Defic Syndr,Dan Wu,Crowdsourcing Methods to Enhance HIV and Sexual Health Services: A Scoping Review and Qualitative Synthesis.
812,2019,11,14,31752341,Sensors (Basel),Radim Ostadal,Crowdsourced Security Reconstitution for Wireless Sensor Networks: Secrecy Amplification.
813,2019,10,24,31751813,Int J Drug Policy,Justin C Strickland,"Leveraging crowdsourcing methods to collect qualitative data in addiction science: Narratives of non-medical prescription opioid, heroin, and fentanyl use."
814,NA,NA,NA,31751242,IEEE Trans Vis Comput Graph,Ji Hwan Park,CMed: Crowd Analytics for Medical Imaging Data.
815,NA,NA,NA,31745364,Nature,César A Hidalgo,"Chile: web poll sifts policies amid riot, rallies and curfews."
816,2019,10,23,31743357,PLoS One,Vivian Huang,Intolerance of uncertainty fuels depressive symptoms through rumination: Cross-sectional and longitudinal studies.
817,NA,NA,NA,31718524,J Health Commun,Laura A Gibson,Combining Crowd-Sourcing and Automated Content Methods to Improve Estimates of Overall Media Coverage: Theme Mentions in E-cigarette and Other Tobacco Coverage.
818,2019,9,18,31707254,Vision Res,Yaniv Morgenstern,One-shot categorization of novel object classes in humans.
819,NA,NA,NA,31697678,PLoS Biol,Amrita Srivathsan,Boosting natural history research via metagenomic clean-up of crowdsourced feces.
820,2019,9,11,31690531,J Surg Res,Aashay Vaidya,Current Status of Technical Skills Assessment Tools in Surgery: A Systematic Review.
